price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
385000.0,88.33333333333334,2,2,1,yes,no,yes,no,no,2,no,semi-furnished
385000.0,198.66666666666669,3,1,2,yes,no,no,no,yes,0,no,furnished
385000.0,113.33333333333334,2,1,1,yes,no,no,no,no,0,no,semi-furnished
385000.0,106.94444444444443,2,1,1,yes,no,no,no,no,0,no,semi-furnished
385000.0,55.972222222222214,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
385000.0,60.44444444444444,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished
383600.0,93.05555555555556,3,1,2,yes,no,no,no,no,0,no,unfurnished
381500.0,87.5,2,2,1,no,no,yes,no,no,0,no,semi-furnished
378000.0,133.88888888888889,3,1,2,yes,no,no,no,no,0,no,semi-furnished
378000.0,95.0,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
378000.0,100.0,2,1,1,yes,no,no,no,no,0,no,semi-furnished
378000.0,161.94444444444446,2,1,1,yes,no,no,no,no,2,no,unfurnished
378000.0,79.33333333333334,3,1,3,yes,no,no,no,no,0,yes,furnished
378000.0,233.3333333333333,2,1,1,yes,no,no,no,no,1,no,furnished
377300.0,229.16666666666669,3,1,1,yes,no,no,no,no,2,no,furnished
377300.0,70.0,5,2,1,no,no,yes,no,yes,1,no,furnished
377300.0,192.5,4,1,2,no,no,no,no,no,1,no,furnished
374500.0,96.66666666666666,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
371000.0,100.0,3,1,1,yes,no,no,no,no,1,no,unfurnished
371000.0,112.22222222222221,2,1,1,yes,no,no,no,no,0,no,semi-furnished
371000.0,167.22222222222223,3,1,1,yes,no,no,no,no,0,no,semi-furnished
371000.0,112.5,2,1,1,yes,no,no,no,no,0,no,furnished
371000.0,99.55555555555554,2,1,1,yes,no,no,yes,no,0,no,semi-furnished
370300.0,86.66666666666666,3,1,2,no,no,yes,yes,no,0,no,semi-furnished
370300.0,151.38888888888889,2,1,1,yes,no,no,no,no,0,no,furnished
367500.0,100.83333333333334,2,1,1,yes,no,yes,no,no,0,no,furnished
367500.0,100.83333333333334,2,1,1,yes,no,no,no,yes,0,no,unfurnished
367500.0,156.66666666666666,2,1,1,no,no,no,no,no,0,no,semi-furnished
367500.0,100.0,2,1,1,yes,no,no,no,no,0,no,furnished
364000.0,118.88888888888886,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
364000.0,99.16666666666666,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
364000.0,88.33333333333334,3,1,2,no,no,yes,no,no,0,no,semi-furnished
364000.0,83.33333333333334,2,1,2,yes,no,no,no,yes,0,no,furnished
364000.0,97.77777777777777,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
364000.0,165.55555555555554,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
364000.0,114.72222222222221,3,2,2,yes,no,no,no,no,2,no,semi-furnished
364000.0,79.16666666666667,3,2,2,no,no,yes,no,no,0,yes,unfurnished
364000.0,63.19444444444443,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
363300.0,97.77777777777777,3,1,1,yes,no,no,no,no,2,yes,unfurnished
360500.0,125.0,2,1,1,yes,no,no,no,no,0,no,semi-furnished
360500.0,111.11111111111113,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
357000.0,87.5,3,1,2,yes,no,yes,no,no,0,no,furnished
357000.0,125.0,4,2,2,yes,no,yes,no,no,2,no,furnished
357000.0,125.0,2,1,1,no,no,no,no,no,0,no,furnished
357000.0,101.11111111111111,2,1,1,yes,no,no,no,no,0,no,unfurnished
353500.0,106.94444444444443,3,1,1,yes,no,no,no,no,2,no,unfurnished
350000.0,117.77777777777779,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
350000.0,101.38888888888889,3,1,2,yes,no,no,no,no,0,no,unfurnished
350000.0,127.77777777777779,4,1,2,yes,no,no,no,no,0,no,semi-furnished
350000.0,59.305555555555564,3,2,2,no,no,no,no,no,0,no,unfurnished
350000.0,84.33333333333334,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
350000.0,110.83333333333334,3,1,2,yes,no,no,no,no,0,no,semi-furnished
350000.0,206.22222222222223,3,1,1,no,no,no,no,no,0,no,unfurnished
350000.0,96.66666666666666,3,1,1,no,no,no,no,yes,0,no,unfurnished
350000.0,100.0,6,1,2,yes,no,no,no,no,1,no,unfurnished
350000.0,101.11111111111111,2,1,1,yes,no,no,no,no,1,no,semi-furnished
350000.0,163.88888888888889,2,1,1,yes,no,no,no,no,1,no,furnished
350000.0,86.66666666666666,3,1,2,yes,no,no,no,no,1,no,unfurnished
350000.0,204.16666666666669,2,1,1,yes,no,no,no,no,1,no,semi-furnished
350000.0,97.55555555555554,2,1,1,yes,no,no,no,no,1,yes,unfurnished
350000.0,263.8888888888889,3,1,2,yes,no,no,no,no,3,yes,unfurnished
350000.0,163.33333333333331,2,1,1,yes,no,no,no,no,0,no,unfurnished
350000.0,359.55555555555554,3,1,1,yes,no,no,no,no,0,no,unfurnished
349300.0,136.11111111111111,3,1,2,no,no,no,no,no,0,no,unfurnished
346500.0,85.0,3,1,1,yes,no,no,no,no,0,no,unfurnished
346500.0,147.77777777777777,2,1,1,yes,no,no,no,no,1,yes,unfurnished
346500.0,59.58333333333332,3,1,3,yes,no,no,no,no,0,yes,furnished
343000.0,111.11111111111113,2,1,1,yes,no,no,no,no,0,no,unfurnished
343000.0,88.47222222222223,2,1,1,yes,no,no,no,no,2,no,unfurnished
343000.0,106.94444444444443,3,1,1,yes,no,no,no,no,0,no,unfurnished
343000.0,59.58333333333332,3,1,3,yes,no,no,no,no,0,yes,furnished
343000.0,72.5,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
343000.0,54.16666666666667,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
342300.0,112.22222222222221,2,1,1,yes,no,no,no,no,0,no,unfurnished
339500.0,132.91666666666666,3,1,2,yes,yes,yes,no,yes,1,no,furnished
339500.0,95.83333333333334,3,1,1,yes,no,yes,no,no,2,no,unfurnished
339500.0,101.11111111111111,2,1,1,yes,no,no,no,no,0,no,furnished
336000.0,97.22222222222223,4,1,2,yes,no,no,no,yes,2,no,unfurnished
336000.0,137.77777777777777,4,1,3,no,no,no,no,no,0,no,semi-furnished
336000.0,114.44444444444443,2,1,2,yes,no,no,no,no,0,no,unfurnished
336000.0,131.94444444444446,2,1,1,yes,no,no,no,no,0,no,unfurnished
336000.0,103.33333333333334,2,1,1,no,no,no,no,yes,0,no,unfurnished
336000.0,104.16666666666666,3,1,1,yes,no,no,no,no,0,no,unfurnished
336000.0,86.11111111111111,3,1,2,no,no,yes,no,no,0,no,semi-furnished
336000.0,88.47222222222223,2,1,1,yes,no,yes,no,no,2,no,furnished
335300.0,75.0,3,1,1,no,no,no,no,no,0,no,furnished
333200.0,59.58333333333332,3,1,2,yes,no,yes,no,no,0,yes,furnished
332500.0,112.22222222222221,2,1,1,yes,no,no,no,no,1,no,unfurnished
332500.0,132.63888888888889,4,1,2,yes,no,no,no,no,0,no,unfurnished
329000.0,69.44444444444444,2,1,1,no,no,no,no,yes,0,no,unfurnished
329000.0,88.33333333333334,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
329000.0,168.33333333333331,3,1,1,yes,yes,yes,no,no,0,no,furnished
329000.0,96.66666666666666,4,1,2,no,no,no,no,no,1,no,semi-furnished
329000.0,105.33333333333333,4,1,2,yes,no,no,no,no,0,no,semi-furnished
329000.0,112.22222222222221,2,1,1,yes,no,no,no,no,0,no,unfurnished
329000.0,59.58333333333332,3,1,2,yes,no,yes,no,no,0,yes,furnished
329000.0,163.33333333333331,3,1,1,yes,no,no,no,no,1,no,unfurnished
325500.0,125.0,2,1,1,no,no,no,no,no,0,no,semi-furnished
325500.0,109.16666666666664,2,1,1,no,no,no,no,no,0,no,unfurnished
323400.0,101.11111111111111,4,1,2,yes,no,yes,no,no,0,no,unfurnished
322000.0,121.38888888888886,3,1,2,yes,no,no,no,no,0,no,unfurnished
322000.0,74.55555555555554,2,1,1,yes,no,no,no,yes,1,no,unfurnished
322000.0,120.0,3,1,1,no,no,no,no,no,1,no,unfurnished
322000.0,86.66666666666666,3,1,2,no,no,no,no,no,0,no,furnished
315000.0,95.83333333333334,1,1,1,yes,no,no,no,no,0,no,furnished
315000.0,110.72222222222223,2,2,1,no,yes,yes,no,no,1,no,unfurnished
315000.0,97.22222222222223,2,1,1,no,no,yes,no,no,0,no,semi-furnished
315000.0,113.75,2,1,1,yes,no,no,no,no,2,no,semi-furnished
315000.0,45.83333333333333,3,1,2,no,no,yes,no,no,0,no,unfurnished
315000.0,95.83333333333334,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
315000.0,187.5,2,1,1,yes,no,no,no,no,0,no,semi-furnished
315000.0,250.0,3,1,2,yes,no,no,no,no,2,no,semi-furnished
315000.0,85.25,2,1,1,yes,no,no,no,no,1,no,unfurnished
314300.0,125.0,3,1,2,yes,no,no,no,yes,0,no,unfurnished
312900.0,152.63888888888889,3,1,1,yes,no,yes,no,no,0,no,unfurnished
311885.0,66.61111111111111,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
311500.0,83.33333333333334,3,1,1,no,no,no,no,yes,0,no,unfurnished
311500.0,106.94444444444443,3,1,2,yes,no,no,no,no,0,no,unfurnished
311500.0,97.22222222222223,2,1,1,yes,no,no,no,no,0,no,unfurnished
308700.0,225.0,2,1,1,yes,no,no,no,no,1,no,unfurnished
308000.0,137.77777777777777,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
308000.0,60.0,3,1,2,no,no,yes,no,no,0,no,semi-furnished
308000.0,85.83333333333334,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
308000.0,125.0,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
304500.0,105.55555555555556,2,1,1,yes,no,no,no,no,0,no,unfurnished
301000.0,85.83333333333334,3,1,2,no,no,no,no,no,0,no,semi-furnished
301000.0,90.0,3,1,2,yes,no,no,no,no,2,no,semi-furnished
301000.0,78.75,2,1,1,yes,no,no,no,no,0,no,semi-furnished
301000.0,127.77777777777779,2,1,1,yes,no,no,no,no,0,no,furnished
301000.0,141.0,3,1,1,no,no,no,no,no,0,no,unfurnished
301000.0,104.16666666666666,3,1,2,yes,no,no,no,no,0,no,unfurnished
301000.0,100.83333333333334,4,1,2,yes,no,no,no,no,3,no,semi-furnished
300300.0,223.61111111111111,2,1,1,yes,no,no,no,no,0,no,unfurnished
297500.0,120.88888888888889,4,1,2,no,no,no,no,no,1,no,unfurnished
296100.0,83.33333333333334,2,1,2,yes,no,no,no,no,0,no,semi-furnished
294000.0,162.5,3,1,2,yes,no,yes,no,no,1,no,unfurnished
294000.0,137.77777777777777,2,1,1,yes,no,no,no,no,0,no,unfurnished
294000.0,100.0,3,1,2,no,no,no,no,no,1,no,unfurnished
294000.0,101.66666666666666,4,1,2,no,no,no,no,no,0,no,unfurnished
294000.0,96.66666666666666,3,1,2,no,no,no,no,no,1,no,semi-furnished
294000.0,75.0,2,1,1,no,no,no,no,no,0,no,furnished
294000.0,87.5,3,1,2,no,no,no,no,no,0,no,unfurnished
294000.0,183.75,3,1,2,yes,no,no,no,no,0,no,semi-furnished
287000.0,84.44444444444444,2,1,1,no,no,no,no,no,0,no,unfurnished
287000.0,100.83333333333334,2,1,1,yes,no,no,no,no,0,no,unfurnished
287000.0,166.66666666666669,2,1,1,yes,no,no,no,no,0,no,semi-furnished
287000.0,150.0,4,1,2,yes,no,no,no,no,0,no,unfurnished
285250.0,144.44444444444446,4,1,3,yes,no,no,no,no,0,no,unfurnished
283500.0,91.66666666666666,3,1,2,no,no,no,no,no,1,no,semi-furnished
283500.0,120.83333333333334,3,1,2,no,no,no,yes,no,1,no,unfurnished
283500.0,73.33333333333333,2,1,1,no,no,no,no,no,1,no,furnished
280000.0,73.61111111111111,3,1,2,yes,no,yes,no,no,1,no,unfurnished
280000.0,110.0,3,1,1,yes,no,no,no,no,0,no,furnished
273000.0,188.88888888888889,2,1,1,yes,no,no,no,no,0,no,unfurnished
273000.0,111.11111111111113,3,1,2,yes,no,no,no,no,1,no,unfurnished
269500.0,111.11111111111113,2,1,1,yes,no,no,no,no,0,no,unfurnished
266000.0,109.27777777777777,2,1,1,yes,no,no,no,no,0,no,unfurnished
266000.0,55.555555555555564,2,1,2,yes,no,no,no,no,0,no,semi-furnished
266000.0,100.83333333333334,3,3,2,no,yes,no,no,no,0,no,unfurnished
266000.0,77.77777777777777,3,1,1,yes,no,no,no,no,0,no,unfurnished
266000.0,67.5,3,1,1,no,no,no,no,no,0,no,unfurnished
266000.0,96.66666666666666,2,1,1,yes,no,no,no,no,1,no,semi-furnished
266000.0,111.11111111111113,3,1,1,yes,no,no,no,no,0,no,semi-furnished
265300.0,88.47222222222223,2,1,1,yes,no,no,no,yes,0,no,unfurnished
265300.0,111.11111111111113,3,1,2,yes,no,no,no,yes,0,no,unfurnished
260400.0,80.83333333333334,2,1,1,no,no,no,no,no,0,no,unfurnished
259000.0,100.0,2,1,1,yes,no,no,no,no,0,no,unfurnished
259000.0,122.22222222222221,2,1,1,yes,no,no,no,no,0,no,unfurnished
259000.0,100.0,2,2,2,yes,no,yes,no,no,1,no,furnished
252000.0,80.0,3,1,1,no,no,no,no,no,0,no,unfurnished
252000.0,88.33333333333334,3,1,1,no,no,no,no,no,0,no,unfurnished
252000.0,83.33333333333334,2,1,2,yes,no,no,no,no,0,no,furnished
248500.0,122.22222222222221,3,1,2,yes,no,no,no,no,0,no,unfurnished
248500.0,83.33333333333334,3,1,2,no,no,no,no,no,0,no,semi-furnished
245000.0,89.16666666666666,3,1,2,yes,no,yes,no,no,0,no,unfurnished
245000.0,90.0,2,1,1,no,yes,no,no,no,1,no,unfurnished
245000.0,83.33333333333334,2,1,1,yes,no,no,no,no,1,no,unfurnished
245000.0,97.22222222222223,2,1,1,yes,yes,no,no,no,0,no,unfurnished
245000.0,134.44444444444446,2,1,2,yes,no,no,no,no,0,no,unfurnished
245000.0,213.88888888888886,2,1,1,yes,no,no,no,no,0,no,unfurnished
240800.0,100.97222222222223,2,1,1,no,no,no,no,no,0,no,unfurnished
238000.0,68.75,3,1,2,yes,no,no,no,no,0,no,furnished
238000.0,77.41666666666666,4,2,2,yes,no,no,no,no,0,no,furnished
238000.0,90.66666666666666,2,1,1,yes,no,no,no,no,0,no,unfurnished
234500.0,101.11111111111111,2,1,1,yes,no,no,no,no,0,no,unfurnished
231000.0,88.33333333333334,2,1,1,yes,no,no,no,no,0,no,unfurnished
227500.0,51.0,2,1,1,no,no,yes,no,no,0,no,semi-furnished
227500.0,110.27777777777779,1,1,1,no,no,no,no,no,0,no,unfurnished
227500.0,110.27777777777779,3,1,2,yes,no,yes,no,no,0,no,unfurnished
224000.0,54.16666666666667,3,1,1,no,no,no,yes,no,0,no,unfurnished
223300.0,147.22222222222223,3,1,1,no,no,no,no,yes,0,yes,unfurnished
213500.0,83.33333333333334,2,1,1,no,no,no,no,no,0,no,unfurnished
210000.0,66.66666666666667,3,1,2,yes,no,no,no,no,0,no,unfurnished
210000.0,83.33333333333334,4,1,2,yes,no,no,no,no,0,no,unfurnished
210000.0,93.33333333333334,2,1,1,yes,no,no,no,no,1,no,unfurnished
196000.0,95.0,5,1,2,no,no,no,no,no,0,no,unfurnished
189000.0,47.22222222222222,3,1,2,yes,no,no,no,no,0,no,unfurnished
189000.0,101.36111111111111,2,1,1,yes,no,no,no,no,0,no,unfurnished
185500.0,83.05555555555556,2,1,1,no,no,no,no,no,1,no,unfurnished
182000.0,83.33333333333334,2,1,1,yes,no,yes,no,no,2,no,unfurnished
176715.0,66.66666666666667,3,1,1,no,no,no,no,no,0,no,semi-furnished
175000.0,100.55555555555556,2,1,1,yes,no,no,no,no,0,no,unfurnished
175000.0,80.83333333333334,3,1,1,no,no,no,no,no,0,no,furnished
175000.0,106.94444444444443,3,1,2,yes,no,no,no,no,0,no,unfurnished
